Campaign_Group,Campaign_Name,Ad_Name,Date,Objective,Ad_Format,Device,Job_Function,Seniority,Company_Size,Industry,Impressions,Clicks,CTR,Conversions,Conversion_Rate,Spend,CPC,Revenue,ROAS,Leads,Lead_Form_Completion_Rate,Engagement_Rate
New_Group,New_Year_2024,IT_Ad,2024-08-22,Brand_Awareness,Single_Image,Mobile,IT,Director,501-1000,Healthcare,713041,20881,2.93,1952,9.35,57756.29,2.77,334986.54,5.8,1952,64.79,4.0
New_Group,New_Year_2024,Finance_Ad,2024-08-22,Lead_Generation,Video,Desktop,Finance,Manager,501-1000,Education,464090,14040,3.03,769,5.48,31869.85,2.27,155806.25,4.89,769,71.62,3.6
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-08-23,Brand_Awareness,Sponsored_Content,Mobile,Sales,Director,1001-5000,Marketing,238984,8653,3.62,785,9.07,23236.95,2.69,144609.89,6.22,785,76.65,3.93
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-23,Conversions,Carousel,Mobile,HR,C-Level,5001-10000,Healthcare,374068,10530,2.81,567,5.38,22727.41,2.16,106677.49,4.69,567,78.0,4.13
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-23,Lead_Generation,Video,Desktop,Operations,C-Level,501-1000,Healthcare,165087,5925,3.59,344,5.81,14335.89,2.42,73495.02,5.13,344,77.03,4.1
Black_Group,Black_Friday_2024,Sales_Ad,2024-08-23,Conversions,Single_Image,Mobile,Sales,VP,10001+,Consulting,641369,15120,2.36,1392,9.21,33205.68,2.2,246929.77,7.44,1392,69.9,3.96
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-23,Brand_Awareness,Carousel,Desktop,IT,C-Level,1001-5000,Education,549554,14569,2.65,958,6.58,34203.9,2.35,175924.58,5.14,958,74.67,2.97
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-23,Conversions,Single_Image,Mobile,IT,VP,501-1000,Healthcare,323728,7513,2.32,417,5.55,15914.34,2.12,72944.79,4.58,417,75.74,3.65
Summer_Group,Summer_Sale_2024,HR_Ad,2024-08-23,Brand_Awareness,Sponsored_Content,Desktop,HR,C-Level,10001+,Marketing,199429,4531,2.27,327,7.22,12297.8,2.71,55052.4,4.48,327,69.23,3.52
Summer_Group,Summer_Sale_2024,IT_Ad,2024-08-23,Conversions,Video,Mobile,IT,Manager,10001+,Technology,391523,9418,2.41,775,8.23,21496.2,2.28,167263.34,7.78,775,64.27,3.78
Back_Group,Back_To_School_2024,Marketing_Ad,2024-08-23,Brand_Awareness,Video,Desktop,Marketing,Director,10001+,Marketing,201009,4622,2.3,391,8.46,11525.02,2.49,72854.22,6.32,391,76.39,3.91
Back_Group,Back_To_School_2024,Sales_Ad,2024-08-23,Lead_Generation,Single_Image,Mobile,Sales,Manager,1001-5000,Education,260871,8120,3.11,678,8.35,18448.81,2.27,118408.9,6.42,678,65.95,3.8
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-08-23,Conversions,Single_Image,Mobile,Marketing,VP,1001-5000,Healthcare,574055,16782,2.92,995,5.93,36892.36,2.2,212441.59,5.76,995,71.46,3.47
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-23,Conversions,Single_Image,Mobile,Operations,Director,10001+,Marketing,243111,4972,2.05,282,5.67,13038.95,2.62,49177.86,3.77,282,72.98,3.28
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-23,Conversions,Sponsored_Content,Desktop,Sales,Manager,501-1000,Technology,405112,11469,2.83,1006,8.77,26109.42,2.28,198527.69,7.6,1006,69.88,3.53
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-08-23,Brand_Awareness,Single_Image,Mobile,IT,C-Level,501-1000,Education,482141,10328,2.14,638,6.18,23305.45,2.26,115245.05,4.94,638,70.56,2.97
New_Group,New_Year_2024,IT_Ad,2024-08-23,Lead_Generation,Sponsored_Content,Mobile,IT,Director,1001-5000,Education,439230,13991,3.19,910,6.5,29936.97,2.14,180003.44,6.01,910,77.77,3.07
New_Group,New_Year_2024,HR_Ad,2024-08-23,Conversions,Single_Image,Desktop,HR,Manager,501-1000,Healthcare,411816,11470,2.79,661,5.76,23535.17,2.05,132908.73,5.65,661,76.39,2.9
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-24,Lead_Generation,Sponsored_Content,Mobile,HR,VP,1001-5000,Education,191620,4908,2.56,385,7.84,14375.64,2.93,70095.72,4.88,385,66.76,3.21
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-24,Conversions,Single_Image,Mobile,Operations,Manager,1001-5000,Education,213576,7755,3.63,394,5.08,22664.7,2.92,69712.62,3.08,394,64.19,3.31
Black_Group,Black_Friday_2024,IT_Ad,2024-08-24,Conversions,Single_Image,Mobile,IT,Manager,1001-5000,Technology,332998,11420,3.43,1062,9.3,30048.83,2.63,216672.04,7.21,1062,67.33,4.08
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-24,Brand_Awareness,Carousel,Desktop,Marketing,Manager,10001+,Marketing,544655,15286,2.81,1123,7.35,42438.04,2.78,202313.43,4.77,1123,77.09,2.99
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-24,Conversions,Single_Image,Desktop,IT,Manager,1001-5000,Healthcare,610846,20032,3.28,1212,6.05,40268.66,2.01,211160.35,5.24,1212,76.53,3.82
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-08-24,Brand_Awareness,Video,Mobile,Finance,C-Level,1001-5000,Education,428085,14933,3.49,1179,7.9,32835.02,2.2,220812.81,6.72,1179,65.29,3.96
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-08-24,Conversions,Video,Desktop,Operations,C-Level,501-1000,Healthcare,352077,9030,2.56,768,8.5,19597.62,2.17,131037.21,6.69,768,67.0,3.47
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-24,Lead_Generation,Single_Image,Mobile,Finance,VP,1001-5000,Consulting,310946,6683,2.15,612,9.16,16515.41,2.47,126807.23,7.68,612,66.41,3.73
Back_Group,Back_To_School_2024,Finance_Ad,2024-08-24,Lead_Generation,Carousel,Mobile,Finance,VP,10001+,Consulting,694165,15295,2.2,1359,8.89,31206.03,2.04,238460.33,7.64,1359,70.97,3.18
Back_Group,Back_To_School_2024,Finance_Ad,2024-08-24,Lead_Generation,Carousel,Desktop,Finance,VP,501-1000,Healthcare,410878,11595,2.82,948,8.18,27670.06,2.39,199433.3,7.21,948,65.91,3.13
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-08-24,Conversions,Video,Desktop,Finance,VP,1001-5000,Consulting,741452,19738,2.66,1283,6.5,57114.89,2.89,232632.08,4.07,1283,73.94,3.02
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-08-24,Brand_Awareness,Video,Desktop,Sales,VP,1001-5000,Healthcare,498462,12956,2.6,827,6.38,25842.47,1.99,152345.82,5.9,827,64.72,2.91
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-24,Lead_Generation,Carousel,Mobile,Sales,Manager,1001-5000,Marketing,356052,8209,2.31,442,5.38,19006.46,2.32,73925.0,3.89,442,66.09,2.92
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-24,Conversions,Single_Image,Desktop,Sales,VP,1001-5000,Marketing,551836,19216,3.48,1646,8.57,47496.18,2.47,278546.87,5.86,1646,70.28,3.09
New_Group,New_Year_2024,Operations_Ad,2024-08-24,Conversions,Sponsored_Content,Desktop,Operations,Director,1001-5000,Technology,266772,5489,2.06,303,5.52,13146.78,2.4,50120.37,3.81,303,74.34,3.0
New_Group,New_Year_2024,IT_Ad,2024-08-24,Brand_Awareness,Carousel,Mobile,IT,Manager,1001-5000,Marketing,394226,14016,3.56,1217,8.68,30009.24,2.14,262652.82,8.75,1217,74.58,3.03
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-25,Brand_Awareness,Single_Image,Desktop,Operations,C-Level,501-1000,Marketing,357887,8091,2.26,470,5.81,21043.58,2.6,76708.09,3.65,470,70.41,3.73
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-25,Brand_Awareness,Carousel,Desktop,Operations,VP,501-1000,Technology,566877,15769,2.78,975,6.18,37966.83,2.41,210586.38,5.55,975,75.8,3.34
Black_Group,Black_Friday_2024,IT_Ad,2024-08-25,Brand_Awareness,Single_Image,Desktop,IT,Manager,501-1000,Healthcare,340784,11591,3.4,624,5.38,31149.46,2.69,125602.99,4.03,624,70.33,3.07
Black_Group,Black_Friday_2024,HR_Ad,2024-08-25,Lead_Generation,Single_Image,Desktop,HR,Director,1001-5000,Healthcare,357231,9136,2.56,477,5.22,26057.97,2.85,102520.47,3.93,477,65.15,2.93
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,Operations,Manager,1001-5000,Technology,556478,16614,2.99,1466,8.82,35781.5,2.15,303777.92,8.49,1466,67.91,3.52
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,Finance,Director,501-1000,Consulting,578666,19443,3.36,1204,6.19,53280.52,2.74,246968.25,4.64,1204,72.88,3.64
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,Marketing,Director,1001-5000,Consulting,468591,13892,2.96,1151,8.29,39055.46,2.81,188844.34,4.84,1151,67.69,3.76
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Mobile,Finance,Manager,10001+,Healthcare,375533,13388,3.57,1212,9.05,33897.69,2.53,209961.66,6.19,1212,76.65,3.65
Back_Group,Back_To_School_2024,IT_Ad,2024-08-25,Brand_Awareness,Sponsored_Content,Desktop,IT,C-Level,1001-5000,Consulting,342838,8967,2.62,823,9.18,26089.06,2.91,133945.57,5.13,823,68.27,4.18
Back_Group,Back_To_School_2024,Sales_Ad,2024-08-25,Conversions,Carousel,Desktop,Sales,C-Level,5001-10000,Healthcare,242460,8650,3.57,478,5.53,20242.92,2.34,85401.95,4.22,478,75.38,4.32
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-08-25,Brand_Awareness,Video,Desktop,Finance,C-Level,1001-5000,Education,267245,8100,3.03,723,8.93,23221.1,2.87,132563.08,5.71,723,76.19,3.16
Spring_Group,Spring_Launch_2024,IT_Ad,2024-08-25,Lead_Generation,Sponsored_Content,Mobile,IT,Director,5001-10000,Marketing,542243,16075,2.96,969,6.03,43840.17,2.73,191226.85,4.36,969,72.57,3.0
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-08-25,Brand_Awareness,Single_Image,Desktop,Marketing,VP,5001-10000,Education,440802,10175,2.31,948,9.32,29910.43,2.94,166742.43,5.57,948,75.38,4.06
Valentine_Group,Valentine_Day_2024,HR_Ad,2024-08-25,Lead_Generation,Single_Image,Mobile,HR,Director,10001+,Consulting,517971,11276,2.18,668,5.92,29478.22,2.61,132923.04,4.51,668,76.28,3.0
New_Group,New_Year_2024,Finance_Ad,2024-08-25,Brand_Awareness,Single_Image,Mobile,Finance,C-Level,501-1000,Marketing,452798,12964,2.86,786,6.06,27640.35,2.13,150258.49,5.44,786,76.12,3.85
New_Group,New_Year_2024,Sales_Ad,2024-08-25,Conversions,Video,Desktop,Sales,VP,10001+,Education,271154,5889,2.17,462,7.85,16636.47,2.83,75088.67,4.51,462,72.37,3.12
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-08-26,Lead_Generation,Sponsored_Content,Desktop,Finance,Director,1001-5000,Consulting,678299,14689,2.17,1149,7.82,29898.51,2.04,237482.77,7.94,1149,67.79,3.31
Holiday_Group,Holiday_Campaign_2024,Sales_Ad,2024-08-26,Brand_Awareness,Single_Image,Desktop,Sales,C-Level,10001+,Consulting,210708,6840,3.25,370,5.41,15162.57,2.22,66275.43,4.37,370,77.62,3.51
Black_Group,Black_Friday_2024,Finance_Ad,2024-08-26,Lead_Generation,Video,Mobile,Finance,C-Level,10001+,Education,428795,13895,3.24,1094,7.87,34839.74,2.51,231577.79,6.65,1094,69.2,3.04
Black_Group,Black_Friday_2024,Sales_Ad,2024-08-26,Lead_Generation,Video,Mobile,Sales,VP,501-1000,Technology,383537,12560,3.27,940,7.48,32678.9,2.6,201639.28,6.17,940,72.8,2.95
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-08-26,Lead_Generation,Single_Image,Mobile,HR,Manager,501-1000,Marketing,393853,9141,2.32,534,5.84,23482.08,2.57,105873.12,4.51,534,76.44,2.99
Cyber_Group,Cyber_Monday_2024,Marketing_Ad,2024-08-26,Conversions,Sponsored_Content,Desktop,Marketing,Director,10001+,Consulting,458303,14168,3.09,1073,7.57,37644.24,2.66,181796.72,4.83,1073,67.35,4.19
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-26,Lead_Generation,Carousel,Mobile,Finance,VP,501-1000,Healthcare,458150,16291,3.56,1130,6.94,38461.32,2.36,199168.5,5.18,1130,71.35,4.07
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-08-26,Lead_Generation,Sponsored_Content,Desktop,Operations,VP,5001-10000,Healthcare,298169,6548,2.2,526,8.03,17650.27,2.7,109810.69,6.22,526,74.57,3.48
Back_Group,Back_To_School_2024,Finance_Ad,2024-08-26,Brand_Awareness,Sponsored_Content,Desktop,Finance,VP,501-1000,Education,381057,12042,3.16,686,5.7,33968.49,2.82,131069.83,3.86,686,68.57,3.63
Back_Group,Back_To_School_2024,Sales_Ad,2024-08-26,Brand_Awareness,Video,Mobile,Sales,VP,10001+,Healthcare,309436,7902,2.55,449,5.68,19237.75,2.43,82942.36,4.31,449,66.4,3.19
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-08-26,Lead_Generation,Sponsored_Content,Desktop,Marketing,C-Level,501-1000,Healthcare,696708,20699,2.97,1509,7.29,48469.36,2.34,276652.14,5.71,1509,72.45,2.88
Spring_Group,Spring_Launch_2024,Finance_Ad,2024-08-26,Brand_Awareness,Single_Image,Desktop,Finance,C-Level,10001+,Consulting,271608,9835,3.62,529,5.38,20359.41,2.07,100303.88,4.93,529,68.03,3.65
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-08-26,Conversions,Video,Mobile,Finance,Manager,10001+,Consulting,566577,12305,2.17,1023,8.31,29423.41,2.39,174587.46,5.93,1023,74.01,3.46
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-08-26,Lead_Generation,Sponsored_Content,Desktop,Marketing,Director,5001-10000,Consulting,381746,10853,2.84,771,7.1,26063.96,2.4,130987.5,5.03,771,70.07,3.96
New_Group,New_Year_2024,Sales_Ad,2024-08-26,Brand_Awareness,Carousel,Desktop,Sales,Manager,1001-5000,Consulting,319124,9614,3.01,695,7.23,26638.08,2.77,120805.83,4.54,695,74.18,3.89
New_Group,New_Year_2024,Marketing_Ad,2024-08-26,Brand_Awareness,Carousel,Mobile,Marketing,Manager,5001-10000,Healthcare,314410,8695,2.77,807,9.28,25024.27,2.88,151348.41,6.05,807,74.15,2.91
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-27,Brand_Awareness,Video,Desktop,HR,Director,5001-10000,Technology,215767,6845,3.17,540,7.89,17796.57,2.6,108648.12,6.11,540,70.0,4.23
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-08-27,Brand_Awareness,Single_Image,Desktop,Marketing,C-Level,5001-10000,Healthcare,243833,8474,3.48,737,8.7,17109.77,2.02,131766.17,7.7,737,73.27,2.96
Black_Group,Black_Friday_2024,Sales_Ad,2024-08-27,Lead_Generation,Carousel,Desktop,Sales,Director,501-1000,Technology,299071,6148,2.06,420,6.83,14971.62,2.44,75470.56,5.04,420,70.23,3.33
Black_Group,Black_Friday_2024,HR_Ad,2024-08-27,Conversions,Video,Mobile,HR,VP,1001-5000,Technology,545716,15855,2.91,1110,7.0,35895.99,2.26,234129.8,6.52,1110,69.71,3.5
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-08-27,Lead_Generation,Single_Image,Desktop,Sales,VP,10001+,Education,244150,5853,2.4,481,8.22,14177.83,2.42,87770.29,6.19,481,67.12,3.83
Cyber_Group,Cyber_Monday_2024,Finance_Ad,2024-08-27,Lead_Generation,Sponsored_Content,Desktop,Finance,Director,5001-10000,Technology,529003,10562,2.0,943,8.93,27247.51,2.58,157046.56,5.76,943,76.67,3.05
Summer_Group,Summer_Sale_2024,IT_Ad,2024-08-27,Brand_Awareness,Sponsored_Content,Mobile,IT,Manager,5001-10000,Technology,452093,12747,2.82,677,5.31,34103.06,2.68,113289.96,3.32,677,77.58,4.3
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-27,Brand_Awareness,Carousel,Mobile,Finance,Manager,501-1000,Consulting,401747,10181,2.53,933,9.16,20054.3,1.97,199480.76,9.95,933,65.55,3.41
Back_Group,Back_To_School_2024,Operations_Ad,2024-08-27,Lead_Generation,Video,Desktop,Operations,Manager,1001-5000,Education,385894,8379,2.17,495,5.91,23597.42,2.82,81870.39,3.47,495,65.92,3.9
Back_Group,Back_To_School_2024,HR_Ad,2024-08-27,Lead_Generation,Video,Mobile,HR,Director,1001-5000,Consulting,267266,5255,1.97,413,7.86,14294.54,2.72,87372.11,6.11,413,72.1,2.95
Spring_Group,Spring_Launch_2024,HR_Ad,2024-08-27,Brand_Awareness,Sponsored_Content,Desktop,HR,Manager,5001-10000,Consulting,341445,11197,3.28,951,8.49,31711.32,2.83,173861.92,5.48,951,73.3,2.99
Spring_Group,Spring_Launch_2024,HR_Ad,2024-08-27,Conversions,Video,Mobile,HR,Director,501-1000,Consulting,502875,11964,2.38,777,6.49,34403.93,2.88,140512.36,4.08,777,67.97,3.79
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-08-27,Conversions,Video,Mobile,Operations,C-Level,1001-5000,Technology,225178,4615,2.05,421,9.12,12193.77,2.64,85838.69,7.04,421,67.45,3.4
Valentine_Group,Valentine_Day_2024,Operations_Ad,2024-08-27,Lead_Generation,Carousel,Desktop,Operations,Manager,1001-5000,Education,354982,11037,3.11,828,7.5,24199.72,2.19,173341.54,7.16,828,71.23,3.73
New_Group,New_Year_2024,HR_Ad,2024-08-27,Lead_Generation,Single_Image,Mobile,HR,Manager,5001-10000,Consulting,715312,17856,2.5,1429,8.0,48951.73,2.74,240001.19,4.9,1429,77.95,3.87
New_Group,New_Year_2024,Marketing_Ad,2024-08-27,Lead_Generation,Sponsored_Content,Mobile,Marketing,Director,501-1000,Consulting,304687,9669,3.17,609,6.3,20219.95,2.09,110446.59,5.46,609,68.3,3.95
Holiday_Group,Holiday_Campaign_2024,Operations_Ad,2024-08-28,Brand_Awareness,Video,Mobile,Operations,Manager,501-1000,Marketing,381673,10869,2.85,695,6.39,27342.91,2.52,113161.71,4.14,695,68.89,2.89
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-28,Lead_Generation,Carousel,Mobile,HR,VP,501-1000,Education,368168,11179,3.04,651,5.82,32639.17,2.92,129546.46,3.97,651,66.57,3.8
Black_Group,Black_Friday_2024,Marketing_Ad,2024-08-28,Conversions,Sponsored_Content,Mobile,Marketing,Director,5001-10000,Consulting,462859,14240,3.08,1039,7.3,38032.39,2.67,197040.02,5.18,1039,64.89,3.4
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-28,Lead_Generation,Video,Desktop,Operations,VP,501-1000,Technology,193548,5827,3.01,352,6.04,12996.84,2.23,73875.94,5.68,352,75.66,3.35
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-28,Brand_Awareness,Video,Mobile,Operations,C-Level,10001+,Technology,382979,10707,2.8,941,8.79,25720.67,2.4,181307.52,7.05,941,77.29,3.58
Cyber_Group,Cyber_Monday_2024,IT_Ad,2024-08-28,Conversions,Sponsored_Content,Mobile,IT,C-Level,1001-5000,Healthcare,633444,17520,2.77,903,5.15,39852.61,2.27,186667.98,4.68,903,76.72,3.94
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-28,Brand_Awareness,Carousel,Mobile,Finance,Director,501-1000,Education,396041,13198,3.33,1054,7.99,33794.87,2.56,174202.25,5.15,1054,72.16,3.69
Summer_Group,Summer_Sale_2024,Finance_Ad,2024-08-28,Brand_Awareness,Sponsored_Content,Desktop,Finance,Manager,501-1000,Education,630384,20527,3.26,1171,5.7,48372.74,2.36,250781.94,5.18,1171,74.93,3.66
Back_Group,Back_To_School_2024,Operations_Ad,2024-08-28,Lead_Generation,Single_Image,Desktop,Operations,Director,501-1000,Marketing,517297,18690,3.61,1696,9.07,38344.17,2.05,312973.66,8.16,1696,65.27,3.43
Back_Group,Back_To_School_2024,HR_Ad,2024-08-28,Lead_Generation,Carousel,Desktop,HR,Director,5001-10000,Marketing,399034,10668,2.67,917,8.6,26063.79,2.44,180268.18,6.92,917,73.39,3.1
Spring_Group,Spring_Launch_2024,Operations_Ad,2024-08-28,Conversions,Sponsored_Content,Mobile,Operations,C-Level,5001-10000,Consulting,286697,7600,2.65,474,6.24,15714.01,2.07,99070.23,6.3,474,64.21,2.95
Spring_Group,Spring_Launch_2024,HR_Ad,2024-08-28,Brand_Awareness,Carousel,Desktop,HR,Director,5001-10000,Technology,646596,16867,2.61,1529,9.07,45837.24,2.72,270179.63,5.89,1529,64.43,3.54
Valentine_Group,Valentine_Day_2024,Sales_Ad,2024-08-28,Conversions,Sponsored_Content,Mobile,Sales,VP,501-1000,Consulting,690526,19861,2.88,1474,7.42,46274.07,2.33,251944.67,5.44,1474,74.57,3.86
Valentine_Group,Valentine_Day_2024,Finance_Ad,2024-08-28,Conversions,Video,Desktop,Finance,VP,501-1000,Technology,382770,9446,2.47,840,8.89,26044.96,2.76,181410.86,6.97,840,72.97,3.38
New_Group,New_Year_2024,Marketing_Ad,2024-08-28,Conversions,Carousel,Mobile,Marketing,Director,501-1000,Consulting,296239,8621,2.91,729,8.46,21758.99,2.52,121262.54,5.57,729,71.95,3.38
New_Group,New_Year_2024,Marketing_Ad,2024-08-28,Brand_Awareness,Single_Image,Desktop,Marketing,VP,1001-5000,Education,361235,9216,2.55,555,6.02,22288.59,2.42,98987.99,4.44,555,71.79,3.49
Holiday_Group,Holiday_Campaign_2024,Marketing_Ad,2024-08-29,Lead_Generation,Video,Desktop,Marketing,VP,10001+,Healthcare,425660,11731,2.76,1038,8.85,24893.6,2.12,222318.24,8.93,1038,67.12,2.96
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-29,Lead_Generation,Video,Desktop,HR,VP,10001+,Consulting,575084,14285,2.48,1287,9.01,30629.88,2.14,272599.24,8.9,1287,64.65,3.18
Black_Group,Black_Friday_2024,IT_Ad,2024-08-29,Lead_Generation,Sponsored_Content,Desktop,IT,Director,501-1000,Consulting,331535,7986,2.41,416,5.21,20883.96,2.62,87140.88,4.17,416,69.9,3.56
Black_Group,Black_Friday_2024,Finance_Ad,2024-08-29,Conversions,Single_Image,Desktop,Finance,Manager,1001-5000,Marketing,441983,12035,2.72,868,7.21,24816.6,2.06,162780.28,6.56,868,70.29,3.16
Cyber_Group,Cyber_Monday_2024,Sales_Ad,2024-08-29,Lead_Generation,Carousel,Desktop,Sales,C-Level,501-1000,Marketing,432568,14131,3.27,716,5.07,36271.3,2.57,149723.95,4.13,716,65.62,3.94
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-29,Brand_Awareness,Single_Image,Desktop,Operations,Director,10001+,Healthcare,335820,12062,3.59,703,5.83,34286.24,2.84,113872.16,3.32,703,64.75,4.04
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-08-29,Brand_Awareness,Sponsored_Content,Mobile,Sales,Manager,1001-5000,Healthcare,390196,12748,3.27,811,6.36,35227.91,2.76,164958.97,4.68,811,75.55,4.0
Summer_Group,Summer_Sale_2024,Marketing_Ad,2024-08-29,Conversions,Single_Image,Mobile,Marketing,VP,1001-5000,Marketing,302538,8213,2.71,600,7.31,16646.76,2.03,112027.47,6.73,600,76.72,2.91
Back_Group,Back_To_School_2024,IT_Ad,2024-08-29,Brand_Awareness,Carousel,Desktop,IT,Manager,5001-10000,Consulting,571323,18226,3.19,1106,6.07,44009.86,2.41,217064.85,4.93,1106,77.92,2.94
Back_Group,Back_To_School_2024,Operations_Ad,2024-08-29,Lead_Generation,Sponsored_Content,Desktop,Operations,Manager,501-1000,Healthcare,257805,7177,2.78,555,7.73,18270.11,2.55,91537.23,5.01,555,65.65,4.24
Spring_Group,Spring_Launch_2024,Sales_Ad,2024-08-29,Conversions,Single_Image,Mobile,Sales,VP,501-1000,Healthcare,405525,10803,2.66,691,6.4,27285.23,2.53,121666.9,4.46,691,68.02,3.29
Spring_Group,Spring_Launch_2024,Marketing_Ad,2024-08-29,Lead_Generation,Sponsored_Content,Mobile,Marketing,C-Level,501-1000,Consulting,309372,6667,2.16,554,8.31,18644.01,2.8,90547.94,4.86,554,74.71,4.07
Valentine_Group,Valentine_Day_2024,IT_Ad,2024-08-29,Lead_Generation,Carousel,Desktop,IT,Manager,5001-10000,Technology,585250,17497,2.99,1455,8.32,48917.76,2.8,237090.06,4.85,1455,75.42,3.72
Valentine_Group,Valentine_Day_2024,Marketing_Ad,2024-08-29,Brand_Awareness,Video,Desktop,Marketing,Director,501-1000,Technology,643913,22193,3.45,1221,5.5,43725.01,1.97,237125.98,5.42,1221,69.72,3.48
New_Group,New_Year_2024,Marketing_Ad,2024-08-29,Lead_Generation,Carousel,Desktop,Marketing,Director,1001-5000,Healthcare,260687,8694,3.34,638,7.34,17922.59,2.06,119700.56,6.68,638,71.73,2.95
New_Group,New_Year_2024,Finance_Ad,2024-08-29,Brand_Awareness,Video,Desktop,Finance,Director,5001-10000,Marketing,635799,12606,1.98,779,6.18,31228.52,2.48,139708.9,4.47,779,74.39,4.3
Holiday_Group,Holiday_Campaign_2024,HR_Ad,2024-08-30,Lead_Generation,Carousel,Desktop,HR,Director,501-1000,Consulting,360754,11128,3.08,827,7.43,24520.42,2.2,138273.9,5.64,827,75.97,3.54
Holiday_Group,Holiday_Campaign_2024,Finance_Ad,2024-08-30,Lead_Generation,Single_Image,Desktop,Finance,Manager,5001-10000,Marketing,372084,10502,2.82,881,8.39,29979.92,2.85,149950.91,5.0,881,74.81,3.45
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-30,Lead_Generation,Video,Mobile,Operations,Director,5001-10000,Marketing,232515,7517,3.23,402,5.35,18119.63,2.41,70577.47,3.9,402,76.6,3.73
Black_Group,Black_Friday_2024,Operations_Ad,2024-08-30,Brand_Awareness,Carousel,Mobile,Operations,Manager,501-1000,Healthcare,430656,10648,2.47,897,8.42,28059.35,2.64,154216.54,5.5,897,64.23,3.79
Cyber_Group,Cyber_Monday_2024,Operations_Ad,2024-08-30,Brand_Awareness,Single_Image,Mobile,Operations,VP,501-1000,Education,586401,11885,2.03,888,7.47,28079.2,2.36,154146.44,5.49,888,65.27,4.03
Cyber_Group,Cyber_Monday_2024,HR_Ad,2024-08-30,Brand_Awareness,Single_Image,Desktop,HR,Director,501-1000,Consulting,265181,7191,2.71,493,6.86,15038.49,2.09,87463.22,5.82,493,70.87,2.89
Summer_Group,Summer_Sale_2024,Sales_Ad,2024-08-30,Lead_Generation,Sponsored_Content,Mobile,Sales,Director,501-1000,Technology,712069,14651,2.06,1156,7.89,34887.94,2.38,229599.37,6.58,1156,68.13,3.6
Summer_Group,Summer_Sale_2024,Operations_Ad,2024-08-30,Lead_Generation,Video,Desktop,Operations,VP,501-1000,Education,257028,5604,2.18,311,5.55,13029.09,2.32,51238.53,3.93,311,64.69,3.51
